NEWS_SOURCE	NEWS_DATE	NEWS_NAME	NEWS_URLS	NEWS_DOC
venturebeat	2017-05-11	ibm_watson_enables_voice_commands_in_ubisofts_star_trek_bridge_crew_virtual_reality_game	https://venturebeat.com/2017/05/11/ibm-watson-enables-voice-commands-in-ubisofts-star-trek-bridge-crew-virtual-reality-game/	IBM Watson‘s artificial intelligence platform will enable voice commands in Ubisoft‘s Star Trek: Bridge Crew virtual reality game.::::::::IBM and French video game developer Ubisoft have partnered to include Watson’s interactive speech and cognitive capabilities in a VR game for the first time when Star Trek: Bridge Crew launches on May 30 on the Oculus Rift with Touch, HTC Vive, and PlayStation VR (PSVR).::::::::It’s another one of those wonderful confluences of technology and games that we highlighted at our GamesBeat Summit event.::::::::With IBM Watson, Star Trek: Bridge Crew will provide players the opportunity to use their voice and natural-language commands to interact with their virtual Starfleet crew members. This feature is part of a strategic partnership with Ubisoft. I recently tried out the game and found it to be a lot of fun to play with human strangers. I’m curious if Watson will answer in various actors’ voices, like Mr. Spock.::::::::“We have been eager to find the right way to use interactive speech further the immersive and interactive experiences that virtual reality offers,” said David Votypka, senior creative director at Red Storm Entertainment, a Ubisoft Studio, in a statement. “Watson gives Captains in Star Trek: Bridge Crew the ability to issue commands to non-player crew members in the same way they do with a human crew; by using their voice. IBM provides an easy to integrate solution that is cloud based, so it’s light on code and performance while letting us remain fast on feature turnaround.”::::::::IBM’s new “VR Speech Sandbox,” the software used to build the Star Trek: Bridge Crew feature, is now available for all developers to adapt for their own VR applications and services. The Sandbox combines IBM’s Watson Unity software development kit with two services, Watson Speech to Text and Watson Conversation. Developers now have the opportunity to build new and innovative user interfaces, leveraging the power of voice interaction in virtual reality.::::::::In-game speech experiences, built with IBM Watson for Star Trek: Bridge Crew will be available this summer in beta testing for cross-platform play. The Watson and Star Trek: Bridge Crew experience will allow players to give direct, interactive speech commands to virtual Starfleet shipmates. By infusing this new cognitive technology into the game, players will be able to seamlessly complete missions online, with both AI characters and human partners, without breaking immersion.::::::::“For the first time, Watson will power the technology that makes it possible for gamers and fans of Star Trek to interact with the crew,” said Willie Tejada, chief developer advocate at IBM, in a statement. “We are only just seeing the impact of virtual and augmented reality and IBM is committed to providing developers with the tools they need to innovate and be competitive in this AI and Cognitive era.”
cnbc	2017-03-06	ibm_and_salesforce_shake_hands_on_artificial_intelligence	http://www.cnbc.com/2017/03/06/ibm-and-salesforce-shake-hands-on-artificial-intelligence.html;http://video.cnbc.com/gallery/?video=3000598832	IBM is teaming up with Salesforce to make it easier for Salesforce customers to use data from IBM's Watson artificial intelligence platform. As part of the partnership, IBM has signed a deal to deploy the Salesforce Service Cloud for internal use there. The value of the deal and proposed pricing of the joint products were not disclosed.::::::::The deal has several parts. Among the most notable:::::::::IBM Watson APIs will be integrated into Salesforce. This means that companies using Salesforce will more easily be able to ingest information from IBM's Watson artificial intelligence platform, such as weather or local shopping patterns, according to the companies.::::::::The Weather Company, which IBM acquired in 2015, will provide a new component on the Salesforce AppExchange so that Salesforce customers can pull weather data more easily into their apps.::::::::Bluewolf, an IBM-owned consulting company, will offer a new practice to help customers combine IBM Watson with Salesforce's own artificial intellligence capabilities known as Einstein.::::::::Both companies, like many others in the tech industry, are making investments in artificial intelligence and machine learning, by which computer programs attempt to connect data in new ways to provide new kinds of insights and assistance to users, and both frequently cite the importance of AI in their sales pitches to customers.::::::::IBM Watson suffered some bad publicity in February, however, when University of Texas auditors released a scathing report on a high-profile project involving Watson at MD Anderson hospital and placed the project on hold, although they cautioned that the decision "should not be interpreted as an opinion on the scientific basis or functional capabilities of the system in its current state."
cnbc	2017-05-08	ibms_watson_is_a_joke_says_social_capital_ceo_palihapitiya	http://www.cnbc.com/2017/05/08/ibms-watson-is-a-joke-says-social-capital-ceo-palihapitiya.html;https://www.cnbc.com/amp/2017/05/08/ibms-watson-is-a-joke-says-social-capital-ceo-palihapitiya.html;http://video.cnbc.com/gallery/?video=3000616728;http://www.cnbc.com/id/104454843	IBM isn't at the forefront of artificial intelligence, Social Capital CEO and founder Chamath Palihapitiya told CNBC on Monday, and he certainly isn't a fan of IBM's Watson.::::::::"Watson is a joke, just to be completely honest," he said in an interview with "Closing Bell" on the sidelines of the Sohn Investment Conference in New York.::::::::"The companies that are advancing machine learning and AI don't brand it with some nominally specious name that's named after a Sherlock Holmes character."::::::::Watson is named after IBM's first CEO, Thomas J. Watson.::::::::"I think what IBM is excellent at is using their sales and marketing infrastructure to convince people who have asymmetrically less knowledge to pay for something," Palihapitiya added. "I put them and Oracle in somewhat of the same bucket."::::::::IBM responded to Palihapitiya's comments early Tuesday.::::::::"Watson is not a consumer gadget but the A.I. platform for real business. Watson is in clinical use in the U.S. and 5 other countries. It has been trained on 6 types of cancers with plans to add 8 more this year," the company said in a statement. "Beyond oncology, Watson is in use by nearly half of the top 25 life sciences companies, major manufacturers for IoT applications, retail and financial services firms, and partners like GM, H&R Block and SalesForce.com. Does any serious person consider saving lives, enhancing customer service and driving business innovation a joke?"::::::::When it comes to investing in tech companies, Palihapitiya believes people should bet on the CEOs like Tesla's Elon Musk and Amazon's Jeff Bezos, rather than the company's business model.::::::::"At the end of the day, when you are making deep methodical investments in technology companies, it is fundamentally first and foremost about the jockey," he said.::::::::In fact, Musk "is probably the closest thing to Thomas Edison we have in our generation," Palihapitiya added.::::::::He recommended Tesla's convertible bonds at the 22nd annual Sohn Conference, pointing out that it was effectively like buying the equity but with the downside protection of a bond.::::::::At last year's Sohn Conference, Palihapitiya recommended Amazon, whose stock is up 40 percent in the past year.
cnbc	2017-05-09	no_joke_id_like_to_see_my_firm_go_head_to_head_with_ibm_on_a_i_palihapitiya	http://www.cnbc.com/2017/05/09/no-joke-id-like-to-see-my-firm-go-head-to-head-with-ibm-on-a-i-palihapitiya.html	Venture capitalist Chamath Palihapitiya backed away on Tuesday from his comment that IBM's Watson is a "joke" but insisted his artificial intelligence firm could still defeat Big Blue.::::::::"We've been building a company for seven years now that's also doing something equally productive, and I would say better than IBM," the Social Capital founder and CEO said on CNBC's "Squawk Box."::::::::"I would love to put us in a head-to-head to see how they do," he added, referring to Syapse, a firm that bills its software as a way health-care providers can deploy precision medicine programs.::::::::On CNBC's "Closing Bell" on Monday, Palihapitiya said, "Watson is a joke, just to be completely honest."::::::::"I probably should have been more careful with my words," he said Tuesday.::::::::But he said, "I have companies that we've been building and incubating for years in things like cancer and diabetes where we're bringing machine learning to the market where we've competed with competitors including IBM."::::::::"There are a lot of people building extremely meaningful solutions who are probably getting somewhat out-marketed" by IBM, he added.::::::::IBM responded to Palihapitiya's "joke" comments early Tuesday.::::::::"Watson is not a consumer gadget but the A.I. platform for real business. Watson is in clinical use in the U.S. and 5 other countries. It has been trained on 6 types of cancers with plans to add 8 more this year," the company said in a statement. "Beyond oncology, Watson is in use by nearly half of the top 25 life sciences companies, major manufacturers for IoT applications, retail and financial services firms, and partners like GM, H&R Block and SalesForce.com. Does any serious person consider saving lives, enhancing customer service and driving business innovation a joke?"::::::::Palihapitiya said he would never invest in IBM. "I'm in the business of buying things that can grow in meaningful multiples ... over five to 10 year periods." But on the positive side, he said, "That's a business that I think can generate an enormous amounts of cash. I think they'll acquire aggressively."
cnbc	2017-05-17	ibm_powerful_supercomputer_watson_quantum_computer	http://www.cnbc.com/2017/05/17/ibm-powerful-supercomputer-watson-quantum-computer.html	IBM said it has successfully tested its two most powerful quantum computers ever with both holding processing power far in excess of its famous Watson infrastructure.::::::::Thanks to the more flexible way it can store data, a quantum computer processes faster and uses much less energy than a classical computer.::::::::The processing power of a quantum computer is measured in "qubits" and IBM claim they will soon have computers that are ten times as powerful as their machine in use today.::::::::"The significant engineering improvements announced today will allow IBM to scale future processors to include 50 or more qubits, and demonstrate computational capabilities beyond today's classical computing systems," said Arvind Krishna, senior vice president and director of IBM Research and Hybrid Cloud, in a press release Wednesday::::::::Krishna added that while technologies that currently run on classical computers such as "Watson" can help find patterns and insights buried in data, quantum computers can deliver solutions to problems where, due to a lack of data, patterns cannot be found.::::::::"These powerful upgrades to our quantum systems, delivered via the IBM Cloud, allow us to imagine new applications and new frontiers for discovery that are virtually unattainable using classical computers alone," he added.::::::::The company said future applications for the quantum computers may include providing solutions for complex financial modeling, logistics, chemistry, medicine, artificial intelligence and cloud security.::::::::IBM first opened public access to its quantum processors a year ago as a resource for university classrooms and to aid the scientific community.::::::::Since last summer, the 5 qubit Quantum Experience machine has run more than 300,000 experiments.::::::::Today IBM announced the release of a 16 and 17 quibit quantum computer with the former accessible for developers, programmers and researchers to run quantum algorithms and experiments.::::::::The latter is described as a new prototype of a commercial processor and will be made available on the IBM cloud.::::::::"IBM's first prototype commercial processor holds 17 qubits and leverages significant materials, device, and architecture improvements to make it the most powerful quantum processor created to date by IBM," said the company.
wsj	2017-03-06	ibm_salesforce_agree_to_partner_on_artificial_intelligence	https://www.wsj.com/articles/ibm-salesforce-agree-to-partner-on-artificial-intelligence-1488834910	International Business Machines Corp. IBM 0.07% and Salesforce.com Inc. CRM 0.46% agreed to mingle their artificial-intelligence technologies in a bid to boost sales of data-analytics offerings.::::::::The companies Monday announced plans to offer integrated AI services that weave the broad human-like conversation and learning capabilities of IBM’s Watson with Salesforce’s more sales-oriented Einstein technology. The new offerings, available in the second half of the year, are aimed at helping a wide variety of companies better target products and services at customers.::::::::The agreement is IBM’s latest move to put Watson in front of a broad business audience. The company has tailored its artificial-intelligence system, a linchpin of its effort to reinvent itself for the cloud-computing era, for a variety of industries including health care, financial services and automobiles. The Salesforce deal potentially could make the system available to any company with a sales team.::::::::For Salesforce, the deal adds IBM’s broader AI capabilities to its products as it faces increasing competition from tech powerhouses such as Microsoft Corp. and Oracle Corp. As part of the deal, IBM agreed to use Salesforce’s customer-service software companywide, giving Salesforce a marquee customer.::::::::IBM and Salesforce aren’t sharing revenue, but rather plan to continue selling their AI services independently. The bet is both companies will reach more customers as those capabilities work together than they would have separately.::::::::Einstein is designed to understand information collected by Salesforce’s customers that fits neatly into specific categories, such as the number of purchases a specific customer has made.::::::::Watson specializes in interpreting information that hasn’t been categorized, such as the text of research papers or social-media posts. Much of that information comes from public sources, as well as from data sources IBM has purchased. Its capabilities are largely available as a set of cloud services customers can program into their own software.::::::::Together, for example, Watson could weave predictions about local buying patterns with Einstein’s customer-specific data about shopping preferences. That could help retailers automatically send highly personalized and localized email campaigns to shoppers, the companies said.::::::::Finnish elevator maker Kone Oyj already is using the combined AI service, IBM and Salesforce said. Kone uses Watson to monitor the status of its elevators, and uses Salesforce Service Cloud to provide customer-service functions. Combining the services could help Kone customers repair elevators more quickly, or even detect and resolve potential problems before they emerge.::::::::“The real value is when you link these processes together, not just apply AI to an individual one,” IBM Chief Executive Ginni Rometty said.::::::::IBM already had a relationship with Salesforce through Bluewolf Group, a consulting service specializing in Salesforce’s services IBM bought in 2016. That acquisition led to the AI partnership between the companies, Salesforce CEO Marc Benioff said.
wsj	2017-03-08	hospital_stumbles_in_bid_to_teach_a_computer_to_treat_cancer	https://www.wsj.com/articles/hospital-stumbles-in-bid-to-teach-a-computer-to-treat-cancer-1488969011	In 2012, the University of Texas MD Anderson Cancer Center launched an ambitious project with International Business Machines Corp.’s IBM 0.07% Watson program that promised to transform cancer care with the help of artificial intelligence.::::::::Almost five years and more than $62 million later, the sprawling Houston-based public institution has little to show for it, according to a special review conducted by the University of Texas System Audit Office that details a number of stumbles in the progress and management of the project.::::::::The audit doesn’t evaluate IBM Watson’s scientific capabilities or whether the technology works for this purpose.::::::::Instead, the report details the management and technology challenges at MD Anderson that make it hard to integrate artificial-intelligence software into complicated health-care settings. The Watson-based program isn't in clinical use, according to the audit.::::::::The plan for a pilot focused on leukemia was “suspended mid-project” and the focus shifted to lung cancer to try to speed up progress, according to audit documents.::::::::Clinical trial and drug-protocol data in the system are outdated, and the pilot program doesn’t work with the hospital’s current electronic health records, according to the audit.::::::::Oncology Expert Advisor, or OEA, is the Watson-based intelligent system IBM was building for MD Anderson. Watson, the Jeopardy-playing artificial-intelligence software, learns patterns from data and uses that knowledge to make suggestions. The new system was supposed to read and learn from MD Anderson’s electronic medical records, academic literature, research data and treatment options to improve cancer care at the renowned cancer center.::::::::An IBM spokeswoman said the “pilot was a success, and likely could have been taken forward had MD Anderson chosen to do so.” The report noted that the system “is not ready” for testing on humans or for “clinical use” because the data used to run it is “outdated.”::::::::On Wednesday, MD Anderson’s president, Ronald DePinho, resigned. The timing of his departure is still being worked out, the hospital said.::::::::“It became clear to me that this great and noble institution needs a new president who will inspire greater unity and sharp operational focus,” he said in a video message to staff.::::::::During his five-year tenure as president, the hospital was embroiled in several problems—including layoffs, losses in productivity due to a transition to a new medical-record system and internal questions over how the OEA contracts were procured, which culminated in the audit.::::::::Lynda Chin, the former chair of genomic medicine at MD Anderson, approached IBM about using Watson to upgrade cancer care at the hospital, according to the audit. Dr. Chin is married to Dr. DePinho. In June 2012, the two organizations signed their first contract for $2.4 million.::::::::Since then, the contract has been renewed a dozen times, totaling $39 million in fees paid by MD Anderson, according to the audit. The lung-cancer system pilot within MD Anderson achieved an accuracy of 90% in its predictions, according to staff member interviews cited in the audit.::::::::The figure refers to the system’s success rate at suggesting the same treatment plan as MD Anderson physicians on select cases, based on its reading of relevant information in patient charts, said Rob Merkel, general manager for oncology and genomics at IBM Watson Health, an IBM division focused on health care.::::::::The system was tested in 2015 and supported “treatment recommendations as well as clinical-trial matching,” according to an IBM spokeswoman. The vision was also to make the tool widely available to physicians at partner hospitals outside MD Anderson, according to the audit.::::::::University of Texas Chancellor William McRaven ordered an audit of the project after MD Anderson’s audit and compliances offices expressed concerns in May last year about whether the project was delivering on contracted services, such as piloting OEA at partner hospitals and whether project leaders followed appropriate procurement requirements, according to university spokeswoman Karen Adler and the audit.::::::::MD Anderson hired an external firm to conduct a separate audit to evaluate the market for and value of the artificial intelligence system, Ms. Adler said.::::::::Mr. Merkel of IBM Watson Health, in response to the concerns raised in the audit, said the focus was switched from leukemia because the project at the time was in an “evaluation phase.” He also added IBM “wasn’t responsible” for integrating Watson with MD Anderson’s new electronic medical records. MD Anderson didn’t specify who was responsible for the integration.::::::::In addition to the management and technology issues, the audit found the program was never piloted with partner hospitals as stipulated in a contract with PricewaterhouseCoopers, which was also hired to craft a business plan for the system. MD Anderson paid PwC $23 million in total for various services associated with the project.::::::::IBM stopped supporting the technology in September, according to the report. IBM declined to comment on the status of the project. PwC also declined to comment.::::::::In the audit, Dr. Chin cited cybersecurity reviews and “lack of engagement or interest” by partner hospitals as factors preventing testing the technology outside MD Anderson, as stipulated in the PwC contract. A spokeswoman said Dr. Chin wasn’t available for an interview.Medical institutions often struggle to bring all data on to the same platform, said Peter Szolovits, the head of the Clinical Decision-Making Group at the MIT Computer Science and Artificial Intelligence Laboratory. The way medical information is stored and labeled can differ widely, even between departments at the same institution, he said.::::::::For instance, “there’s no standard way to record a heart rate, a blood-glucose value or temperature measured at the bedside,” he said.::::::::If the way data is stored or labeled changes, often the artificial-intelligence software must be retrained, he said.::::::::At MD Anderson, the lung-cancer pilot, for instance, was conducted on the hospital’s old electronic records system.::::::::It needs to be integrated with the new system before the program can be tested further, the audit said. MD Anderson hasn’t given up on its original intent.::::::::In January, it sent out a request for proposals for another software system to use artificial intelligence in cancer, according to its public bids page. Previous vendors can also bid, the hospital said.::::::::John Kelly III, senior vice president of cognitive solutions and IBM Research, the tech company’s research-and-development unit, said the Watson system was “all set to go.” He added that it would only take “months to get it up and running” if MD Anderson gave IBM “the green light.”::::::::IBM declined to say if it had bid on the project, the deadline for which ended last month.
wsj	2017-04-18	ibm_profit_falls_13_despite_gains_from_cloud_services_watson	https://www.wsj.com/articles/ibm-profit-falls-13-despite-gains-from-cloud-services-watson-1492547508;https://www.wsj.com/articles/ibm-profit-falls-13-despite-gains-from-cloud-services-watson-1492547508?mod=pls_whats_news_us_business_f	International Business Machines Corp. IBM 0.07% on Tuesday reported a 13% drop in quarterly earnings and narrower profit margins across its business units, including divisions that manage the cloud computing and Watson artificial intelligence operations that the technology giant is banking on to transform its business.::::::::IBM’s revenue in the first three months of the year fell from the same period a year ago for the 20th consecutive quarter, with cognitive solutions the only one of its five major divisions to report improving its standing marginally from a year ago.::::::::The Armonk, N.Y., company’s shares fell 4.1% in after-hours trading. Shares closed Tuesday down 0.6% in regular trading to $170.05.::::::::Martin Schroeter, IBM’s chief financial officer, attributed the net profit decline to a one-time tax benefit that had lifted prior-year results. Pre-tax income rose 38% in the first quarter to $1.4 billion.::::::::However, a silver lining for IBM—revenue from the faster-growing, higher-margin businesses it calls “strategic imperatives”—rose 12% from a year ago to $7.8 billion.::::::::IBM’s legacy businesses selling hardware, software, and services for traditional corporate computing facilities have been shrinking as customers embrace cloud computing and big-data analytics. The company has been building new revenue streams in its strategic-imperatives businesses including cloud computing, artificial intelligence, security, and mobile technology.::::::::For instance, its Watson artificial intelligence platform offers software designed to understand and act on dynamics of specific industries, such as health care and finance, as well as commands and functions that software developers can use to stitch artificial intelligence into their programs.::::::::Revenue from the strategic-imperatives businesses is spread out among several units. For instance, cloud revenue, which IBM said was $14.6 billion over the past 12 months, comes from all divisions, not just the Technology Services & Cloud Platforms unit that oversees cloud operations.::::::::IBM executives lately have put increasing emphasis on so-called public cloud computing services, which are shared among customers rather than confined to a customer’s own facilities, alongside the private and hybrid cloud services that it has emphasized in recent years. While cloud competitors Amazon.com Inc.’s Amazon Web Services and Microsoft Corp.’s Azure pursue the providing of commodity computing infrastructure services, IBM is aiming for a higher-margin business that ties together its strategic imperatives for industries such as cybersecurity, finance, and health care.::::::::This approach has been slow to bear fruit, but it may prove to be a significant advantage, according to some analysts. Major cloud competitors “don’t have professional services businesses, so it’s difficult for them to deliver a specific solution to a business problem,” said analyst David Grossman of Stifel Financial Corp. “For IBM, that’s their legacy.”::::::::IBM recently expanded the reach of its cloud business into China, in March signing an agreement with Beijing-based service provider Wanda Internet Technology Group to form a new company, Wanda Cloud Company, based on IBM’s cloud platform.::::::::For the first quarter, IBM reported net income of $1.8 billion on $18.2 billion. It reported diluted earnings per share, excluding certain items, of $2.38, up from $2.35 in the comparable 2016 period. Analysts had expected adjusted earnings per share of $2.35 on $18.4 billion in revenue, according to a survey by Thomson Reuters.::::::::For the year, Big Blue reiterated its adjusted earnings-per-share forecast of at least $13.80 and called for earnings of $11.95 based on generally accepted accounting principles.
wsj	2017-04-24	ibm_tests_watson_technology_to_keep_eye_on_traders	https://www.wsj.com/articles/ibm-tests-watson-technology-to-keep-eye-on-traders-1493055558;http://on.wsj.com/2pXeXF4;http://on.wsj.com/2oIdot1;http://on.wsj.com/2oEe96s;http://on.wsj.com/2pYoIFW	NEW YORK— International Business Machines Corp. IBM 0.07% is piloting its Jeopardy-winning Watson technology as a tool for catching rogue traders at large financial institutions, executives said in an interview Monday.::::::::The company’s Watson Financial Services product looks for patterns in traders’ chats and emails while also analyzing numerical trading data. The surveillance tool is being piloted with a handful, or fewer than 10, financial-industry clients, said Bridget van Kralingen, senior vice president of IBM Industry Platforms.::::::::The company is also developing other capabilities for the technology, Ms. van Kralingen said. One analyzes regulatory text to identify obligations that companies might face and to help assess whether the company’s compliance programs are sufficient to comply with the rules. Another would assist banks in detecting suspicious customers or transactions.::::::::The services are a new foray for IBM as it seeks to win a larger slice of the multibillion-dollar business of helping banks comply with regulations. The project is one of many efforts to make the Watson artificial intelligence computer program bear fruit six years after its debut besting human contestants on the Jeopardy game show.::::::::In September, IBM agreed to buy financial consultancy Promontory Financial Group, a move executives said was designed to help train Watson in the Byzantine business of bank rules.::::::::When it went on Jeopardy, Watson was a generalist, answering trivia questions about a range of topics. IBM has since been working to beef up its expertise in specific fields, such as treating cancer.::::::::The trader-surveillance capability is Watson’s most advanced in the financial-services realm, said Ms. Van Kralingen and Eugene Ludwig, who founded Promontory and continues to run it as part of IBM, in a joint interview Monday.::::::::They likened their effort to Watson’s application for medical diagnoses. In that context, Watson will read medical literature and consider patient histories and symptoms before offering a potential diagnosis. At a financial firm, Watson might analyze trader chats, emails, trading data, market data and other inputs to flag cases where a bank employee might be engaging in insider trading or market manipulation.::::::::The pitch is that banks need Watson because compliance officers alone can’t analyze all that information, and because other technology relies on more rudimentary tools such as searching emails for words that might raise red flags. Watson, IBM says, analyzes more data and is more sophisticated in identifying patterns.::::::::“I think about it like a detective that can do problem solving, rather than just a search. And that is the difference that many risk and compliance officers are desperate for,” said Ms. Van Kralingen.::::::::She said Watson is learning how to move beyond its ability to process language, which was the basis for its competition on Jeopardy, to work with numerical financial data.::::::::The capability for Watson to analyze regulatory text and banks’ own compliance systems is still under construction, she said. That project is relying both on Promontory’s stable of expert former regulators and on data that Promontory has created identifying individual obligations for banks among thousands of pages of federal rules, the executives said.::::::::In the anti-money-laundering arena, IBM is trying to create a tool that would be better than existing technology at identifying suspicious transactions, they said. The goal is for the technology to generate fewer “false positives”—transaction alerts that banks spend time investigating, only to find out later that they are innocuous.::::::::Mr. Ludwig said that “the enthusiasm is unbelievable” among potential clients for the anti-money-laundering tool.::::::::To be sure, the learning process for Watson can be a long road. Previous projects have run into hurdles. One attempt to use it in cancer treatment at a Texas hospital stalled due in part to challenges of integrating the technology with the hospital’s data systems, even though IBM said Watson itself was working effectively in that context.
wsj	2017-05-08	staples_to_launch_ai_powered_office_assistant	https://blogs.wsj.com/cio/2017/05/08/staples-to-launch-ai-powered-office-assistant/;http://on.wsj.com/2qTqJnm	Staples Inc.’s chief technology officer wants the company’s iconic red “easy” button to act as an artificially-intelligent assistant for all office business needs.::::::::The company later this month plans to launch a pilot program where office assistants at 100 medium and large undisclosed businesses will test the AI-powered Easy System to order office supplies by voice and text, said CTO Faisal Masud.::::::::The Easy System, which includes the physical easy button as well as a mobile app, email and text message capability, has been in development since last year. It’s powered by International Business Machine Corp.’s Watson artificial intelligence system. The cognitive computing scheme behind Watson lets Staples’ algorithms learn the habits of individual customers.::::::::Mr. Masud said he envisions the Easy System to act as “the assistant’s assistant” in an office. In addition to helping assistants order office supplies and track shipments for supplies like pens and sticky notes by voice commands, it can also find and deliver other products that Staples itself might not carry.::::::::“Our goal would be to make their lives more efficient and be able to serve them beyond just office supplies,” said Mr. Masud, who became the company’s CTO in December 2016 in a promotion that combined e-commerce with his previous chief information officer responsibilities. “We want to be able to solve any request that our customers have.”::::::::Those requests could include orders for airplane tires or elevator parts and golf carts, the company said. In that case, the AI system would hand the customer off to a Staples procurement agent where the customer could speak with the agent directly through the easy button, which would act as an intercom.::::::::By early next year, the company could offer the Easy System as a product for business customers or as a part of the Staples Business Advantage program for businesses with annual Staples contracts. The Easy System pilot program is currently only available for companies within Staples Business Advantage. The Easy System could also be integrated into third-party chat platforms such as Facebook Inc.’s Messenger and Slack by next year, a company spokesman said.::::::::Staples uses application programming interfaces to connect its inventory and ordering systems to Watson, via IBM cloud technology.::::::::The system checks contracts and business processes set up for each customer, to ensure an order meets appropriate approvals, Mr. Masud said in a previous interview. If an order exceeds a spending threshold, for example, it could be routed by email, website or mobile app to a supervisor for an override.::::::::When an easy button is activated in an office by saying “Hey Easy,” the platform is securely connected to a Staples Business Advantage account where company administrators can manage activity and orders.::::::::The physical and digital Easy Systems securely connect to corporate wi-fi and require a password, as well as 4G connectivity. One of the versions of the easy button will also offer 4G connectivity so that a customer could use it without connecting to Wi-Fi.::::::::The company says the button does not actively listen to customers without permission.::::::::Staples on Monday announced the appointment of its first chief information security officer, Brett Wahlin, who will be responsible for information, product and data security. Mr. Wahlin was formerly vice president and chief information security officer at Hewlett-Packard Enterprise Co. He will report to Mr. Masud.::::::::In late 2014, Staples said criminals stole personal information from as many as 1.16 million payment cards during the back-to-school shopping season at 113 stores.
